status,aircraft.iataCode,aircraft.icao24,aircraft.icaoCode,aircraft.regNumber,airline.iataCode,airline.icaoCode,arrival.iataCode,arrival.icaoCode,departure.iataCode,departure.icaoCode,flight.iataNumber,flight.icaoNumber,flight.number,geography.altitude,geography.direction,geography.latitude,geography.longitude,speed.horizontal,speed.isGround,speed.vspeed,system.squawk,system.updated
en-route,A21N,8881F3,A21N,VN-A548,VJ,VJC,ICN,RKSI,CXR,VVCR,VJ836,VJC836,836,10058.4,42.0,23.4528,120.041,885.256,0.0,0.0,5673,1762535122
en-route,A321,888125,A321,VN-A673,VJ,VJC,PVG,ZSPD,SGN,VVTS,VJ3900,VJC3900,3900,10690.9,5.0,28.5543,120.708,851.92,0.0,0.0,,1762535121
en-route,A21N,8881EF,A21N,VN-A543,VJ,VJC,PUS,RKPK,PQC,VVPQ,VJ968,VJC968,968,10058.4,40.0,14.5011,106.05,863.032,0.0,0.0,,1762535121
en-route,A321,88813F,A321,VN-A636,VJ,VJC,ICN,RKSI,CXR,VVCR,VJ834,VJC834,834,10058.4,56.0,17.6308,110.818,831.548,0.0,0.0,,1762535117
en-route,A320,8880F3,A320,VN-A662,VJ,VJC,PQC,VVPQ,ICN,RKSI,VJ975,VJC975,975,1219.2,165.0,37.3451,126.498,463.0,0.0,0.0,,1762535116
en-route,A321,88811A,A321,VN-A667,VJ,VJC,HAN,VVNB,SGN,VVTS,VJ182,VJC182,182,10668.0,6.0,14.1003,107.749,851.92,0.0,0.0,,1762535108
en-route,A21N,8881F0,A21N,VN-A545,VJ,VJC,SGN,VVTS,HAN,VVNB,VJ123,VJC123,123,2758.44,237.0,11.1067,107.169,525.968,0.0,0.0,,1762535109
en-route,A320,8880DC,A320,VN-A658,VJ,VJC,AMD,VAAH,HAN,VVNB,VJ1925,VJC1925,1925,7223.76,289.0,22.7032,74.3048,638.94,0.0,0.0,,1762535059
en-route,A333,8881DC,A333,VN-A815,VJ,VJC,SGN,VVTS,BNE,YBBN,VJ84,VJC84,84,11582.4,301.0,-17.3616,136.337,820.436,0.0,0.0,,1762535090
en-route,A333,8881C7,A333,VN-A812,VJ,VJC,SGN,VVTS,HAN,VVNB,VJ171,VJC171,171,12192.0,155.0,18.3419,107.107,827.844,0.0,0.0,,1762535121
en-route,A320,8880EE,A320,VN-A656,VJ,VJC,HAN,VVNB,SGN,VVTS,VJ178,VJC178,178,10668.0,334.0,16.9539,107.399,892.664,0.0,0.0,,1762535121
en-route,A321,8880E9,A321,VN-A651,VJ,VJC,SGN,VVTS,HAN,VVNB,VJ161,VJC161,161,6553.2,199.0,11.7396,107.655,696.352,0.0,0.0,,1762535108
landed,A21N,8881D9,A21N,VN-A528,VJ,VJC,SGN,VVTS,DAD,VVDN,VJ647,VJC647,647,0.0,185.0,10.812,106.659,0.0,1.0,0.0,,1762535002
en-route,XXA,XXC,XXA,XXB,VJ,VJC,ICN,RKSI,PQC,VVPQ,VJ976,VJC976,976,10058.4,73.0,21.2624,117.888,861.18,0.0,0.0,,1762535121
en-route,A21N,88815E,A21N,VN-A697,VJ,VJC,SGN,VVTS,HPH,VVCI,VJ283,VJC283,283,10965.2,181.0,14.943,108.174,831.548,0.0,0.0,,1762535122
en-route,A21N,88815B,A21N,VN-A674,VJ,VJC,BLR,VOBL,SGN,VVTS,VJ1801,VJC1801,1801,5974.08,278.0,13.2803,78.3499,781.544,0.0,0.0,,1762535124
en-route,A320,885962,A320,HS-VKB,VJ,VJC,TPE,RCTP,BKK,VTBS,VZ570,TVJ570,570,10066.0,50.0,18.6887,112.279,840.808,0.0,0.0,,1762535121
en-route,A320,885973,A320,HS-VKS,VJ,VJC,BOM,VABB,BKK,VTBS,VZ760,TVJ760,760,10965.2,290.0,19.4514,84.1784,844.512,0.0,0.0,6100,1762535124
landed,A21N,888158,A21N,VN-A653,VJ,VJC,SGN,VVTS,THD,VVTX,VJ1247,VJC1247,1247,0.0,157.0,10.8145,106.643,0.0,1.0,0.0,,1762535099
,A321,888173,A321,VN-A629,VJ,VJC,CAN,ZGGG,SGN,VVTS,VJ3908,VJC3908,3908,8351.52,35.0,20.4947,114.04,779.692,0.0,0.0,,1762535117
en-route,A320,8880EA,A320,VN-A655,VJ,VJC,PVG,ZSPD,HAN,VVNB,VJ7238,VJC7238,7238,10088.9,94.0,31.6381,118.532,957.484,0.0,0.0,,1762535110
en-route,AT75,48C5F9,AT75,SP-SPQ,P8,SRN,WAW,EPWA,OSL,ENGM,SAR902,SAR902,902,7604.76,144.0,57.4702,14.8829,496.336,0.0,0.0,6024,1762535150
en-route,SF34,48A5F0,SF34,SP-KPR,P8,SRN,KTW,EPKT,LBG,LFPB,P8155,SRN155,155,7010.4,94.0,49.9472,16.0699,414.848,0.0,0.0,1440,1762535137
en-route,PC12,A63282,PC12,N499LA,ST,STT,HNL,PHNL,LNY,PHNY,ST305,STT305,305,1615.44,294.0,21.0647,-157.784,381.512,0.0,0.0,,1762535108
en-route,PC12,A4A533,PC12,N399LA,ST,STT,LNY,PHNY,HNL,PHNL,ST206,STT206,206,121.92,60.0,21.3295,-157.907,207.424,0.0,0.0,,1762535108
en-route,A359,888152,A359,VN-A896,VN,HVN,HAN,VVNB,CDG,LFPG,VN18,HVN18,18,11277.6,102.0,39.9393,49.9033,998.228,0.0,0.0,,1762535113
en-route,B789,8880E2,B789,VN-A864,VN,HVN,HAN,VVNB,FRA,EDDF,VN36,HVN36,36,11270.0,100.0,40.5004,46.3322,970.448,0.0,0.0,,1762535113
en-route,A359,888153,A359,VN-A897,VN,HVN,SGN,VVTS,CDG,LFPG,VN10,HVN10,10,11887.2,127.0,37.4123,60.1383,1035.27,0.0,0.0,,1762535116
en-route,A359,88812D,A359,VN-A892,VN,HVN,SYD,YSSY,SGN,VVTS,VN773,HVN773,773,11887.2,137.0,-0.9047,120.346,859.328,0.0,0.0,,1762535108
en-route,A20N,8881F6,A20N,VN-A515,VN,HVN,SGN,VVTS,THD,VVTX,VN1279,HVN1279,1279,9608.82,173.0,12.6011,108.027,877.848,0.0,0.0,,1762535108
,B78X,88818E,B78X,VN-A879,VN,HVN,HAN,VVNB,SGN,VVTS,VN260,HVN260,260,11879.6,339.0,18.4376,106.44,957.484,0.0,0.0,,1762535122
en-route,A321,8880A1,A321,VN-A393,VN,HVN,SGN,VVTS,HPH,VVCI,VN1187,HVN1187,1187,10698.5,181.0,12.8437,108.127,855.624,0.0,0.0,,1762535108
en-route,A359,888124,A359,VN-A891,VN,HVN,MEL,YMML,SGN,VVTS,VN781,HVN781,781,11887.2,150.0,-6.7923,113.969,868.588,0.0,0.0,,1762535084
en-route,A321,88812C,A321,VN-A398,VN,HVN,SGN,VVTS,HUI,VVPB,VN1377,HVN1377,1377,1554.48,244.0,10.9527,106.965,453.74,0.0,0.0,,1762535109
en-route,A321,8880F1,A321,VN-A615,VN,HVN,ICN,RKSI,CXR,VVCR,VN440,HVN440,440,10050.8,37.0,24.3831,120.875,888.96,0.0,0.0,,1762535122
landed,A321,8880AE,A321,VN-A603,VN,HVN,SGN,VVTS,THD,VVTX,VN1269,HVN1269,1269,0.0,174.0,10.8137,106.655,14.816,1.0,0.0,,1762535109
en-route,A321,88808B,A321,VN-A324,VN,HVN,HAN,VVNB,SGN,VVTS,VN224,HVN224,224,861.06,32.0,21.2608,105.622,361.14,0.0,0.0,,1762535111
en-route,A321,888054,A321,VN-A358,VN,HVN,SGN,VVTS,HAN,VVNB,VN267,HVN267,267,289.56,248.0,10.8402,106.704,272.244,0.0,0.0,,1762535108
en-route,A21N,888194,A21N,VN-A508,VN,HVN,HAN,VVNB,SGN,VVTS,VN270,HVN270,270,10668.0,345.0,16.3453,107.666,881.552,0.0,0.0,,1762535122
en-route,A359,888138,A359,VN-A893,VN,HVN,CDG,LFPG,HAN,VVNB,VN19,HVN19,19,3101.34,269.0,21.2943,105.792,607.456,0.0,0.0,,1762535120
en-route,A21N,888198,A21N,VN-A512,VN,HVN,ICN,RKSI,DAD,VVDN,VN430,HVN430,430,8839.2,56.0,17.2801,110.401,870.44,0.0,0.0,,1762535111
en-route,B78X,88818C,B78X,VN-A877,VN,HVN,ICN,RKSI,HAN,VVNB,VN416,HVN416,416,4785.36,30.0,21.5738,106.35,713.02,0.0,0.0,,1762535122
en-route,A359,8880E6,A359,VN-A888,VN,HVN,SYD,YSSY,HAN,VVNB,VN787,HVN787,787,8953.5,154.0,19.3476,106.635,801.916,0.0,0.0,,1762535121
en-route,A21N,88816D,A21N,VN-A622,VN,HVN,HAN,VVNB,SGN,VVTS,VN7206,HVN7206,7206,3482.34,355.0,20.6316,105.665,690.796,0.0,0.0,,1762535122
en-route,B789,88812A,B789,VN-A870,VN,HVN,HAN,VVNB,LHR,EGLL,VN56,HVN56,56,11277.6,115.0,37.1286,61.8455,1029.71,0.0,0.0,,1762535118
unknown,A321,8880C0,A321,VN-A608,VN,HVN,HAN,VVNB,SGN,VVTS,VN262,HVN262,262,15.24,107.0,21.2234,105.799,266.688,0.0,0.0,,1762534254
en-route,A321,8880ED,A321,VN-A613,VN,HVN,HAN,VVNB,DAD,VVDN,VN7192,HVN7192,7192,228.6,107.0,21.236,105.755,268.54,0.0,0.0,,1762535117
en-route,A321,8880C5,A321,VN-A609,VN,HVN,SGN,VVTS,HPH,VVCI,VN7185,HVN7185,7185,9456.42,154.0,17.9661,107.549,875.996,0.0,0.0,,1762535122
en-route,A21N,88816A,A21N,VN-A619,VN,HVN,MNL,RPLL,SGN,VVTS,VN648,HVN648,648,9951.72,82.0,11.0139,108.854,824.14,0.0,0.0,,1762535097
unknown,A21N,888176,A21N,VN-A501,VN,HVN,HAN,VVNB,BKK,VTBS,VN616,HVN616,616,76.2,107.0,21.2274,105.785,259.28,0.0,0.0,,1762535145
en-route,B789,8880F7,B789,VN-A867,VN,HVN,HAN,VVNB,SVO,UUEE,VN62,HVN62,62,11277.6,108.0,46.8227,59.738,924.148,0.0,0.0,,1762535115
en-route,A359,888123,A359,VN-A890,VN,HVN,HAN,VVNB,MXP,LIMC,VN72,HVN72,72,12496.8,118.0,31.8856,70.9461,1044.53,0.0,0.0,,1762535118
en-route,A359,888152,A359,VN-A896,VN,HVN,HAN,VVNB,CDG,LFPG,VN18,HVN18,18,11277.6,102.0,39.9393,49.9033,998.228,0.0,0.0,,1762535113
en-route,B789,8880E2,B789,VN-A864,VN,HVN,HAN,VVNB,FRA,EDDF,VN36,HVN36,36,11270.0,100.0,40.5004,46.3322,970.448,0.0,0.0,,1762535113
en-route,A359,888153,A359,VN-A897,VN,HVN,SGN,VVTS,CDG,LFPG,VN10,HVN10,10,11887.2,127.0,37.4123,60.1383,1035.27,0.0,0.0,,1762535116
en-route,A359,88812D,A359,VN-A892,VN,HVN,SYD,YSSY,SGN,VVTS,VN773,HVN773,773,11887.2,137.0,-0.9047,120.346,859.328,0.0,0.0,,1762535108
en-route,A20N,8881F6,A20N,VN-A515,VN,HVN,SGN,VVTS,THD,VVTX,VN1279,HVN1279,1279,9608.82,173.0,12.6011,108.027,877.848,0.0,0.0,,1762535108
,B78X,88818E,B78X,VN-A879,VN,HVN,HAN,VVNB,SGN,VVTS,VN260,HVN260,260,11879.6,339.0,18.4376,106.44,957.484,0.0,0.0,,1762535122
